hin_id	hin_sent	eng_id	eng_sent	eng_roots
Hin_Geo_ncert_6stnd_1ch_0096	सूर्य के चारों ओर चक्कर लगाने वाले पत्थरों के छोटे-छोटे टुकड़ों को उल्कापिंड कहते हैं।	Eng_Geo_ncert_6stnd_1ch_0096	The small pieces of rocks which move around the sun are called meteoroids.	b'^The/The<det><def><sp>$ ^small/small<adj><sint>$ ^pieces/piece<n><pl>/piece<vblex><pres><p3><sg>$ ^of/of<pr>$ ^rocks/rock<n><pl>/rock<vblex><pres><p3><sg>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^move/move<n><sg>/move<vblex><inf>/move<vblex><pres>/move<vblex><imp>$ ^around/around<adv>/around<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$ ^are called/be<vblex><pres><p1><pl># called/be<vblex><pres><p2><sg># called/be<vblex><pres><p2><pl># called/be<vblex><pres><p3><pl># called$ ^meteoroids/*meteoroids$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0097	कभी-कभी ये उल्कापिंड पृथ्वी के इतने नज़दीक आ जाते हैं कि इनकी प्रवृत्ति पृथ्वी पर गिरने की होती है।	Eng_Geo_ncert_6stnd_1ch_0097	Sometimes these meteoroids come near the earth and tend to drop upon it.	b'^Sometimes/Sometimes<adv>$ ^these/this<det><dem><pl>/this<prn><dem><mf><pl>$ ^meteoroids/*meteoroids$ ^come/come<vblex><inf>/come<vblex><pres>/come<vblex><pp>/come<vblex><imp>$ ^near/near<adv>/near<pr>/near<adj><sint>$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$ ^and/and<cnjcoo>$ ^tend to/tend<vblex><inf># to/tend<vblex><pres># to/tend<vblex><imp># to$ ^drop/drop<n><sg>/drop<vblex><inf>/drop<vblex><pres>/drop<vblex><imp>$ ^upon/upon<pr>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0098	इस प्रक्रिया के दौरान वायु के साथ घर्षण होने के कारण ये गर्म होकर जल जाते हैं।	Eng_Geo_ncert_6stnd_1ch_0098	During this process due to friction with the air they get heated up and burn.	b'^During/During<pr>$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^process/process<n><sg>/process<vblex><inf>/process<vblex><pres>/process<vblex><imp>$ ^due to/due to<pr>$ ^friction/friction<n><sg>$ ^with/with<pr>$ ^the/the<det><def><sp>$ ^air/air<n><sg>/air<vblex><inf>/air<vblex><pres>/air<vblex><imp>$ ^they/prpers<prn><subj><p3><mf><pl>$ ^get/get<vblex><inf>/get<vblex><pres>/get<vblex><imp>$ ^heated/heat<vblex><pp>/heat<vblex><past>$ ^up/up<adv>/up<pr>$ ^and/and<cnjcoo>$ ^burn/burn<n><sg>/burn<vblex><inf>/burn<vblex><pres>/burn<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0099	फलस्वरूप, चमकदार प्रकाश उत्पन्न होता है।	Eng_Geo_ncert_6stnd_1ch_0099	It causes a flash of light	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^causes/cause<n><pl>/cause<vblex><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^flash/flash<n><sg>/flash<vblex><inf>/flash<vblex><pres>/flash<vblex><imp>$ ^of/of<pr>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$\n'
Hin_Geo_ncert_6stnd_1ch_0100	कभी-कभी कोई उल्का पूरी तरह जले बिना पृथ्वी पर गिरती है जिससे धरातल पर गड्ढे बन जाते हैं।	Eng_Geo_ncert_6stnd_1ch_0100	Sometimes, a meteor without being completely burnt, falls on the earth and creates a hollow.	b'^Sometimes/Sometimes<adv>$^,/,<cm>$ ^a/a<det><ind><sg>$ ^meteor/meteor<n><sg>$ ^without/without<adv>/without<pr>$ ^being/being<n><sg>/be<vbser><pprs>/be<vbser><subs>/be<vbser><ger>$ ^completely/completely<adv>$ ^burnt/burnt<adj>/burn<vblex><past>/burn<vblex><pp>$^,/,<cm>$ ^falls on/fall<vblex><pres><p3><sg># on$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$ ^and/and<cnjcoo>$ ^creates/create<vblex><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^hollow/hollow<adj>/hollow<n><sg>/hollow<vblex><inf>/hollow<vblex><pres>/hollow<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0101	क्या आपने तारों वाले, खुले आकाश में, एक ओर से दूसरी ओर तक फैली चौड़ी सफ़ेद पट्टी की तरह, एक चमकदार रास्ते को देखा है?	Eng_Geo_ncert_6stnd_1ch_0101	Do you see a whitish broad band, like a white glowing path across the sky on a clear starry night?	b'^Do/Do<vblex><inf>/Do<vblex><pres>/Do<vblex><imp>/Do<vaux><inf>/Do<vaux><pres>/Do<vbdo><inf>/Do<vbdo><pres>/Do<vbdo><imp>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^see/see<vblex><inf>/see<vblex><pres>/see<vblex><imp>$ ^a/a<det><ind><sg>$ ^whitish/whitish<adj>$ ^broad/broad<adv>/broad<adj><sint>$ ^band/band<n><sg>/band<vblex><inf>/band<vblex><pres>/band<vblex><imp>$^,/,<cm>$ ^like/like<adj>/like<cnjsub>/like<pr>/like<vblex><inf>/like<vblex><pres>/like<vblex><imp>$ ^a/a<det><ind><sg>$ ^white/white<n><sg>/white<adj><sint>$ ^glowing/glow<vblex><pprs>/glow<vblex><subs>/glow<vblex><ger>$ ^path/path<n><sg>$ ^across/across<adv>/across<pr>$ ^the/the<det><def><sp>$ ^sky/sky<n><sg>$ ^on/on<adv>/on<pr>$ ^a/a<det><ind><sg>$ ^clear/clear<adj><sint>/clear<vblex><inf>/clear<vblex><pres>/clear<vblex><imp>$ ^starry/starry<adj><sint>$ ^night/night<n><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0102	यह लाखों तारों का समूह है।	Eng_Geo_ncert_6stnd_1ch_0102	It is a cluster of millions of stars.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^cluster/cluster<n><sg>/cluster<vblex><inf>/cluster<vblex><pres>/cluster<vblex><imp>$ ^of/of<pr>$ ^millions/million<n><pl>$ ^of/of<pr>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0103	यह पट्टी आकाशगंगा मिल्की वे है।	Eng_Geo_ncert_6stnd_1ch_0103	This band is the Milky	b'^This/This<det><dem><sg>/This<prn><dem><mf><sg>/This<prn><rel><an><mf><sp>$ ^band/band<n><sg>/band<vblex><inf>/band<vblex><pres>/band<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^Milky/Milky<adj><sint>$\n'
Hin_Geo_ncert_6stnd_1ch_0104	हमारा सौरमंडल इस आकाशगंगा का एक भाग है।	Eng_Geo_ncert_6stnd_1ch_0104	Our solar system is a part of this galaxy.	b'^Our/Our<det><pos><sp>/Prpers<det><pos><p1><mf><pl>$ ^solar system/solar system<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^part/part<n><sg>/part<vblex><inf>/part<vblex><pres>/part<vblex><imp>$ ^of/of<pr>$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^galaxy/galaxy<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0105	प्राचीन भारत में इसकी कल्पना आकाश में प्रकाश की एक बहती नदी से की गई थी।	Eng_Geo_ncert_6stnd_1ch_0105	In ancient India, it was imagined to be a river of light flowing in the sky.	b'^In/In<abbr>/In<adv>/In<pr>$ ^ancient/ancient<adj>$ ^India/India<np><top><sg>/India<np><ant><f><sg>$^,/,<cm>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^was/be<vbser><past><p1><sg>/be<vbser><past><p3><sg>$ ^imagined/imagine<vblex><past>/imagine<vblex><pp>$ ^to/to<pr>$ ^be/be<vbser><inf>/be<vbser><imp>$ ^a/a<det><ind><sg>$ ^river/river<n><sg>$ ^of/of<pr>$ ^light/light<adv>/light<n><sg>/light<adj><sint>/light<vblex><inf>/light<vblex><pres>/light<vblex><imp>$ ^flowing/flow<vblex><pprs>/flow<vblex><subs>/flow<vblex><ger>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^sky/sky<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0106	इस प्रकार इसका नाम आकाशगंगा पड़ा था।	Eng_Geo_ncert_6stnd_1ch_0106	Thus, it was named Akash Ganga.	b'^Thus/Thus<adv>/Thus<cnjcoo>/Thus<cnjadv>$^,/,<cm>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^was/be<vbser><past><p1><sg>/be<vbser><past><p3><sg>$ ^named/named<adj>/name<vblex><past>/name<vblex><pp>$ ^Akash/*Akash$ ^Ganga/*Ganga$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0107	आकाशगंगा करोड़ों तारों, बादलों तथा गैसों की एक प्रणाली है।	Eng_Geo_ncert_6stnd_1ch_0107	A galaxy is a huge system of billions of stars, and clouds of dust and gases.	b'^A/A<det><ind><sg>$ ^galaxy/galaxy<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^huge/huge<adj>$ ^system/system<n><sg>$ ^of/of<pr>$ ^billions/billion<n><pl>$ ^of/of<pr>$ ^stars/star<n><pl>/star<vblex><pres><p3><sg>$^,/,<cm>$ ^and/and<cnjcoo>$ ^clouds/cloud<n><pl>$ ^of/of<pr>$ ^dust/dust<n><sg>$ ^and/and<cnjcoo>$ ^gases/gas<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0108	इस प्रकार की लाखों आकाशगंगाएँ मिलकर ब्रह्मांड का निर्माण करती हैं।	Eng_Geo_ncert_6stnd_1ch_0108	There are millions of such galaxies that make the Universe.	b'^There/There<adv>$ ^are/be<vbser><pres>$ ^millions/million<n><pl>$ ^of/of<pr>$ ^such/such<adv>/such<det><ind><sp>$ ^galaxies/galaxy<n><pl>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^make/make<n><sg>/make<vblex><inf>/make<vblex><pres>/make<vblex><imp>$ ^the/the<det><def><sp>$ ^Universe/Universe<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0109	ब्रह्मांड की विशालता की कल्पना करना अत्यधिक कठिन है।	Eng_Geo_ncert_6stnd_1ch_0109	It is difficult to imagine how big the universe is.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^difficult/difficult<adj>$ ^to/to<pr>$ ^imagine/imagine<vblex><inf>/imagine<vblex><pres>/imagine<vblex><imp>$ ^how/how<adv>/how<preadv>/how<adv><itg>$ ^big/big<adj><sint>$ ^the/the<det><def><sp>$ ^universe/universe<n><sg>$ ^is/be<vbser><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0110	वैज्ञानिक अभी भी इसके बारे में अधिक से अधिक जानकारी एकत्र करने में जुटे हैं।	Eng_Geo_ncert_6stnd_1ch_0110	Scientists are still tryingto find out more and more about it.	b'^Scientists/Scientist<n><pl>$ ^are/be<vbser><pres>$ ^still/still<adv>/still<adj><sint>$ ^tryingto/*tryingto$ ^find out/find<vblex><inf># out/find<vblex><pres># out/find<vblex><imp># out$ ^more and more/more and more<adv>$ ^about/about<adv>/about<pr>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0111	इसके आकार के संबंध में हमें कोई जानकारी नहीं है, लेकिन फिर भी हम जानते हैं कि हम सभी इसी ब्रह्मांड का हिस्सा हैं।	Eng_Geo_ncert_6stnd_1ch_0111	We are not certain about its size but we know that all of us – you and I belong to this universe.	b'^We/Prpers<prn><subj><p1><mf><pl>$ ^are/be<vbser><pres>$ ^not/not<adv>$ ^certain/certain<adj>$ ^about/about<adv>/about<pr>$ ^its/its<det><pos><sp>/prpers<det><pos><p3><nt><sg>$ ^size/size<n><sg>/size<vblex><inf>/size<vblex><pres>/size<vblex><imp>$ ^but/but<cnjcoo>/but<pr>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^know/know<vblex><inf>/know<vblex><pres>/know<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^all/all<adv>/all<predet><sp>/all<det><qnt><pl>/all<prn><qnt><mf><sp>$ ^of/of<pr>$ ^us/prpers<prn><obj><p1><mf><pl>$ \xe2\x80\x93 ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^and/and<cnjcoo>$ ^I/I<abbr>/Prpers<prn><subj><p1><mf><sg>$ ^belong to/belong<vblex><inf># to/belong<vblex><pres># to/belong<vblex><imp># to$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^universe/universe<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0112	ग्रह और तारे में क्या अंतर है?	Eng_Geo_ncert_6stnd_1ch_0112	How does a planet differ from a star?	b'^How/How<adv>/How<preadv>/How<adv><itg>$ ^does/do<vblex><pres><p3><sg>/do<vaux><pres><p3><sg>/do<vbdo><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^planet/planet<n><sg>$ ^differ/differ<vblex><inf>/differ<vblex><pres>/differ<vblex><imp>$ ^from/from<pr>$ ^a/a<det><ind><sg>$ ^star/star<n><sg>/star<vblex><inf>/star<vblex><pres>/star<vblex><imp>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0113	सौरमंडल से आप क्या समझते हैं?	Eng_Geo_ncert_6stnd_1ch_0113	What is meant by the ‘Solar System’?	b"^What/What<det><itg><sp>/What<prn><itg><mf><sp>/What<prn><rel><nn><mf><sg>$ ^is/be<vbser><pres><p3><sg>$ ^meant/mean<vblex><past>/mean<vblex><pp>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ \xe2\x80\x98^Solar System/Solar system<n><sg>$^\xe2\x80\x99/'<apos>$^?/?<sent>$\n"
Hin_Geo_ncert_6stnd_1ch_0114	सूर्य से उनकी दूरी के अनुसार सभी ग्रहों के नाम लिखें।	Eng_Geo_ncert_6stnd_1ch_0114	Name all the planets according to their distance from the sun.	b'^Name/Name<n><sg>/Name<vblex><inf>/Name<vblex><pres>/Name<vblex><imp>$ ^all/all<adv>/all<predet><sp>/all<det><qnt><pl>/all<prn><qnt><mf><sp>$ ^the/the<det><def><sp>$ ^planets/planet<n><pl>$ ^according to/according to<pr>$ ^their/their<det><pos><sp>/prpers<det><pos><p3><mf><pl>$ ^distance/distance<n><sg>/distance<vblex><inf>/distance<vblex><pres>/distance<vblex><imp>$ ^from/from<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0115	पृथ्वी को अद्भुत ग्रह क्यों कहा जाता है?	Eng_Geo_ncert_6stnd_1ch_0115	Why is the Earth called a unique planet?	b'^Why/Why<adv><itg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^Earth/Earth<n><sg>$ ^called/call<vblex><pp>/call<vblex><past>$ ^a/a<det><ind><sg>$ ^unique/unique<adj>$ ^planet/planet<n><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0116	हम हमेशा चंद्रमा के एक ही भाग को क्यों देख पाते हैं?	Eng_Geo_ncert_6stnd_1ch_0116	Why do we see only one side of the moon always?	b'^Why/Why<adv><itg>$ ^do/do<vblex><inf>/do<vblex><pres>/do<vblex><imp>/do<vaux><inf>/do<vaux><pres>/do<vbdo><inf>/do<vbdo><pres>/do<vbdo><imp>$ ^we/prpers<prn><subj><p1><mf><pl>$ ^see/see<vblex><inf>/see<vblex><pres>/see<vblex><imp>$ ^only/only<adj>/only<adv>$ ^one/one<num><sg>/one<prn><dem><mf><sg>$ ^side/side<adv>/side<n><sg>/side<vblex><inf>/side<vblex><pres>/side<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^moon/moon<n><sg>$ ^always/always<adv>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0117	ब्रह्मांड क्या है?	Eng_Geo_ncert_6stnd_1ch_0117	What is the Universe ?	b'^What/What<det><itg><sp>/What<prn><itg><mf><sp>/What<prn><rel><nn><mf><sg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^Universe/Universe<n><sg>$ ^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0118	किस ग्रह को पृथ्वी के जुड़वाँ ग्रह के नाम से जाना जाता है?	Eng_Geo_ncert_6stnd_1ch_0118	The planet known as the “Earth’s Twin” is?	b'^The/The<det><def><sp>$ ^planet/planet<n><sg>$ ^known/known<adj>/know<vblex><pp>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^the/the<det><def><sp>$ ^\xe2\x80\x9c/"<lquot>$^Earth/Earth<n><sg>$^\xe2\x80\x99/\'<apos>$^s/*s$ ^Twin/Twin<n><sg>/Twin<vblex><inf>/Twin<vblex><pres>/Twin<vblex><imp>$^\xe2\x80\x9d/"<rquot>$ ^is/be<vbser><pres><p3><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0119	सूर्य से तीसरा सबसे नज़दीक ग्रह कौन-सा है?	Eng_Geo_ncert_6stnd_1ch_0119	Which is the third nearest planet to the sun ?	b'^Which/Which<det><itg><sp>/Which<prn><itg><mf><sp>/Which<prn><rel><an><mf><sp>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^third/third<n><sg>/third<adj><ord>$ ^nearest/near<adj><sint><sup>$ ^planet/planet<n><sg>$ ^to/to<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$ ^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0120	सभी ग्रह सूर्य के चारों ओर किस प्रकार के पथ पर चक्कर लगाते हैं।	Eng_Geo_ncert_6stnd_1ch_0120	All the planets move around the sun in which path?	b'^All/All<adv>/All<predet><sp>/All<det><qnt><pl>/All<prn><qnt><mf><sp>$ ^the/the<det><def><sp>$ ^planets/planet<n><pl>$ ^move/move<n><sg>/move<vblex><inf>/move<vblex><pres>/move<vblex><imp>$ ^around/around<adv>/around<pr>$ ^the/the<det><def><sp>$ ^sun/sun<n><sg>/sun<vblex><inf>/sun<vblex><pres>/sun<vblex><imp>$ ^in/in<adv>/in<pr>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^path/path<n><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0121	ध्रुवतारे से किस दिशा का ज्ञान होता है।	Eng_Geo_ncert_6stnd_1ch_0121	The Pole Star indicates which direction ?	b'^The/The<det><def><sp>$ ^Pole/Pole<n><sg>$ ^Star/Star<n><sg>/Star<vblex><inf>/Star<vblex><pres>/Star<vblex><imp>$ ^indicates/indicate<vblex><pres><p3><sg>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^direction/direction<n><sg>$ ^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0122	क्षुद्र ग्रह किन कक्षाओं के बीच पाए जाते हैं।	Eng_Geo_ncert_6stnd_1ch_0122	Asteroids are found between orbits  of which planet ?	b'^Asteroids/Asteroid<n><pl>$ ^are/be<vbser><pres>$ ^found/found<adj>/find<vblex><past>/find<vblex><pp>/found<vblex><inf>/found<vblex><pres>/found<vblex><imp>$ ^between/between<pr>$ ^orbits/orbit<n><pl>/orbit<vblex><pres><p3><sg>$ ^of/of<pr>$ ^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^planet/planet<n><sg>$ ^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0123	सौरमंडल का एक चार्ट तैयार करें।	Eng_Geo_ncert_6stnd_1ch_0123	Prepare a chart of the solar system.	b'^Prepare/Prepare<vblex><inf>/Prepare<vblex><pres>/Prepare<vblex><imp>$ ^a/a<det><ind><sg>$ ^chart/chart<n><sg>/chart<vblex><inf>/chart<vblex><pres>/chart<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^solar system/solar system<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0124	छुट्टियों में एक तारामंडल को जाकर देखें तथा वहाँ के अपने अनुभव को कक्षा में बताएँ।	Eng_Geo_ncert_6stnd_1ch_0124	During a vacation visit a planetarium and describe your experience in the class.	b'^During/During<pr>$ ^a/a<det><ind><sg>$ ^vacation/vacation<n><sg>$ ^visit/visit<n><sg>/visit<vblex><inf>/visit<vblex><pres>/visit<vblex><imp>$ ^a/a<det><ind><sg>$ ^planetarium/planetarium<n><sg>$ ^and/and<cnjcoo>$ ^describe/describe<vblex><inf>/describe<vblex><pres>/describe<vblex><imp>$ ^your/your<det><pos><sp>/prpers<det><pos><p2><mf><sp>$ ^experience/experience<n><sg>/experience<vblex><inf>/experience<vblex><pres>/experience<vblex><imp>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^class/class<n><sg>/class<vblex><inf>/class<vblex><pres>/class<vblex><imp>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_1ch_0125	पृथ्वी एवं सौरमंडल पर एक क्विज़ प्रतियोगिता का आयोजन करें।	Eng_Geo_ncert_6stnd_1ch_0125	Organise a quiz contest on the earth and the solar system.	b'^Organise/Organise<vblex><inf>/Organise<vblex><pres>/Organise<vblex><imp>$ ^a/a<det><ind><sg>$ ^quiz/quiz<n><sg>$ ^contest/contest<n><sg>/contest<vblex><inf>/contest<vblex><pres>/contest<vblex><imp>$ ^on/on<adv>/on<pr>$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^solar system/solar system<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_2ch_0001	पिछले अध्याय में आप पढ़ चुके हैं कि हमारी पृथ्वी गोलाकार नहीं है।	Eng_Geo_ncert_6stnd_2ch_0001	In the previous chapter, you have read that our planet earth is not a sphere.	b'^In/In<abbr>/In<adv>/In<pr>$ ^the/the<det><def><sp>$ ^previous/previous<adj>$ ^chapter/chapter<n><sg>$^,/,<cm>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^have/have<vbhaver><inf>/have<vbhaver><pres>/have<vblex><inf>/have<vblex><pres>/have<vblex><imp>$ ^read/read<adj>/read<vblex><inf>/read<vblex><pres>/read<vblex><past>/read<vblex><pp>/read<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^our/our<det><pos><sp>/prpers<det><pos><p1><mf><pl>$ ^planet/planet<n><sg>$ ^earth/earth<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^not/not<adv>$ ^a/a<det><ind><sg>$ ^sphere/sphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_2ch_0002	यह उत्तर एवं दक्षिण ध्रुवों पर थोड़ी चपटी तथा मध्य में थोड़ी उभरी हुई है।	Eng_Geo_ncert_6stnd_2ch_0002	It is slightly flattened at the North and the South Poles and bulge in the middle.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^slightly/slightly<adv>$ ^flattened/flatten<vblex><pp>/flatten<vblex><past>$ ^at/at<pr>$ ^the/the<det><def><sp>$ ^North/North<adv>/North<n><sg>/North<adj><sint>/North<np><cog><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^South/South<adv>/South<n><sg>/South<adj><sint>$ ^Poles/Pole<n><pl>/Polis<n><pl>$ ^and/and<cnjcoo>$ ^bulge/bulge<n><sg>$ ^in the middle/in the middle<adv>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_2ch_0003	क्या आप कल्पना कर सकते हैं कि यह कैसी दिखती है?	Eng_Geo_ncert_6stnd_2ch_0003	Can you imagine how it looks?	b'^Can/Can<n><sg>/Can<vbmod><inf>/Can<vbmod><pres>/Can<vblex><inf>/Can<vblex><pres>/Can<vblex><imp>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^imagine/imagine<vblex><inf>/imagine<vblex><pres>/imagine<vblex><imp>$ ^how/how<adv>/how<preadv>/how<adv><itg>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^looks/look<n><pl>/look<vblex><pres><p3><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_2ch_0004	इस संबंध में जानकारी प्राप्त करने के लिए आप अपनी कक्षा में सावधानी पूर्वक ग्लोब को देखिए।	Eng_Geo_ncert_6stnd_2ch_0004	You may look at a globe carefully in your classroom to get an idea.	b'^You/You<np><cog><sg>/You<prn><pers><p2><mf><sg>/Prpers<prn><subj><p2><mf><sp>/Prpers<prn><obj><p2><mf><sp>$ ^may/may<vbmod><inf>/may<vbmod><pres>$ ^look at/look<vblex><inf># at/look<vblex><pres># at/look<vblex><imp># at$ ^a/a<det><ind><sg>$ ^globe/globe<n><sg>$ ^carefully/carefully<adv>$ ^in/in<adv>/in<pr>$ ^your/your<det><pos><sp>/prpers<det><pos><p2><mf><sp>$ ^classroom/classroom<n><sg>$ ^to/to<pr>$ ^get/get<vblex><inf>/get<vblex><pres>/get<vblex><imp>$ ^an/a<det><ind><sg>$ ^idea/idea<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_2ch_0005	ग्लोब पृथ्वी का लघु रूप में एक वास्तविक प्रतिरूप है।	Eng_Geo_ncert_6stnd_2ch_0005	Globe is a true model  of the earth.	b'^Globe/Globe<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^true/true<adj><sint>$ ^model/model<n><sg>/model<vblex><inf>/model<vblex><pres>/model<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$^./.<sent>$\n'
