	hin_id	hin_sent	eng_id	eng_sent
191	Hin_Geo_ncert_6stnd_2ch_0067	मान लीजिए कि ऊर्ध्वाधर रेखाएँ पूर्व देशांतरों एवं क्षैतिज रेखाएँ उत्तरी अक्षांशों को व्यक्त करती हैं।	Eng_Geo_ncert_6stnd_2ch_0067	Let vertical lines represent East Longitudes and horizontal lines as North Latitudes.
192	Hin_Geo_ncert_6stnd_2ch_0068	अब आप देखेंगे कि वृत्त अ ख ° उत्तरी अक्षांश तथा 1 ° पूर्वी देशांतर पर स्थित है।	Eng_Geo_ncert_6stnd_2ch_0068	Now you will see that circle ‘a’ is located on B ° N latitude and 1 ° E longitude.
193	Hin_Geo_ncert_6stnd_2ch_0069	अन्य वृत्तों की स्थिति ज्ञात करें।	Eng_Geo_ncert_6stnd_2ch_0069	Find out the location of other circles.
194	Hin_Geo_ncert_6stnd_2ch_0070	समय को मापने का सबसे अच्छा साधन पृथ्वी, चंद्रमा एवं ग्रहों की गति है।	Eng_Geo_ncert_6stnd_2ch_0070	The best means of measuring time is by the movement of the earth, the moon and the planets.
195	Hin_Geo_ncert_6stnd_2ch_0071	सूर्योदय एवं सूर्यास्त प्रतिदिन होता है।	Eng_Geo_ncert_6stnd_2ch_0071	The sun regularly rises and sets every day.
196	Hin_Geo_ncert_6stnd_2ch_0072	अतः स्वाभाविक ही है कि यह पूरे विश्व में समय निर्धारण का सबसे अच्छा साधन है।	Eng_Geo_ncert_6stnd_2ch_0072	and naturally, it is the best time-keeper throughout the world.
197	Hin_Geo_ncert_6stnd_2ch_0073	स्थानीय समय का अनुमान सूर्य के द्वारा बनने वाली परछाईं से लगाया जा सकता है, जो दोपहर में सबसे छोटी एवं सूर्योदय तथा सूर्यास्त के समय सबसे लंबी होती है।	Eng_Geo_ncert_6stnd_2ch_0073	Local time can be reckoned by the shadow cast by the sun, which is the shortest at noon and longest at sunrise and sunset.
198	Hin_Geo_ncert_6stnd_2ch_0074	ग्रीनिच पर स्थित प्रमुख याम्योत्तर पर सूर्य जिस समय आकाश के सबसे ऊँचे बिंदु पर होगा, उस समय याम्योत्तर पर स्थित सभी स्थानों पर दोपहर होगी।	Eng_Geo_ncert_6stnd_2ch_0074	When the Prime Meridian of Greenwich has the sun at the highest point in the sky, all the places along this meridian will have mid-day or noon.
199	Hin_Geo_ncert_6stnd_2ch_0075	चूँकि, पृथ्वी पश्चिम से पूर्व की ओर चक्कर लगाती है, अतः वे स्थान जो ग्रीनिच के पूर्व में हैं, उनका समय ग्रीनिच समय से आगे होगा तथा जो पश्चिम में हैं, उनका समय पीछे होगा।	Eng_Geo_ncert_6stnd_2ch_0075	As the earth rotates from west to east, those places east of Greenwich will be ahead of Greenwich time and those to the west will be behind it .
200	Hin_Geo_ncert_6stnd_2ch_0076	समय के अंतर की दर की गणना निम्नलिखित विधि से की जा सकती है।	Eng_Geo_ncert_6stnd_2ch_0076	The rate of difference can be calculated as follows.
201	Hin_Geo_ncert_6stnd_2ch_0077	पृथ्वी लगभग 24 घंटे में अपने अक्ष पर 360° घूम जाती है, अर्थात् वह 1 घंटे में 15° एवं 4 मिनट में 1° घूमती है।	Eng_Geo_ncert_6stnd_2ch_0077	The earth rotates 360° in about 24 hours, which means 15° an hour or 1° in four minutes.
202	Hin_Geo_ncert_6stnd_2ch_0078	इस प्रकार जब ग्रीनिच में दोपहर के 12 बजते हैं, तब ग्रीनिच से 15° पूर्व में समय होगा 15 × 4 = 60 मिनट अर्थात्, ग्रीनिच के समय से 1 घंटा आगे, अर्थात् वहाँ दोपहर का 1 बजा होगा।	Eng_Geo_ncert_6stnd_2ch_0078	Thus, when it is 12 noon at Greenwich, the time at 15° east of Greenwich will be 15 × 4 = 60 minutes, i.e.,  1 hour ahead of Greenwich time, which means 1 p.m.
203	Hin_Geo_ncert_6stnd_2ch_0079	लेकिन ग्रीनिच से 15 ° पश्चिम का समय ग्रीनिच समय से 1 घंटा पीछे होगा यानी, वहाँ सुबह के 11 बजे होंगे।	Eng_Geo_ncert_6stnd_2ch_0079	But at 15° west of Greenwich, the time will be behind Greenwich time by one hour, i.e., it will be 11.00 a.m.
204	Hin_Geo_ncert_6stnd_2ch_0080	इसी प्रकार जब ग्रीनिच पर दोपहर के 12 बजे होंगे उस समय 180° पर मध्य रात्रि होगी।	Eng_Geo_ncert_6stnd_2ch_0080	Similarly, at 180°, it will be midnight when it is 12 noon at Greenwich.
205	Hin_Geo_ncert_6stnd_2ch_0081	किसी भी स्थान पर जब सूर्य आकाश में अपने उच्चतम बिंदु पर होता है, दोपहर में उस समय घड़ी में दिन के 12 बजते हैं।	Eng_Geo_ncert_6stnd_2ch_0081	At any place a watch can be adjusted to read 12 o’clock when the sun is at the highest point in the sky, i.e., when it is mid-day.
206	Hin_Geo_ncert_6stnd_2ch_0082	इस प्रकार, घड़ी के द्वारा दिखाया गया समय उस स्थान का स्थानीय समय होगा।	Eng_Geo_ncert_6stnd_2ch_0082	The time shown by such a watch will give the local time for that place.
207	Hin_Geo_ncert_6stnd_2ch_0083	आप देख सकते हैं कि दिए गए देशांतरीय याम्योत्तर पर सभी स्थानों का स्थानीय समय समान है।	Eng_Geo_ncert_6stnd_2ch_0083	You can see that all the places on a given meridian of longitue have the same local time.
208	Hin_Geo_ncert_6stnd_2ch_0084	हम मानक समय क्यों मानते हैं?	Eng_Geo_ncert_6stnd_2ch_0084	WHY DO WE HAVE STANDARD TIME ?
209	Hin_Geo_ncert_6stnd_2ch_0085	अलग-अलग याम्योत्तर पर स्थित स्थानों के स्थानीय समय में अंतर होता है।	Eng_Geo_ncert_6stnd_2ch_0085	The local time of places which are on different meridians are bound to differ.
210	Hin_Geo_ncert_6stnd_2ch_0086	उदाहरण के लिए, बहुत से देशांतरों से होकर गुजरने वाली रेलगाड़ियों के लिए समय-सारणी तैयार करना कठिन होगा।	Eng_Geo_ncert_6stnd_2ch_0086	For example, it will be difficult to prepare a time-table for trains which cross several longitudes.
211	Hin_Geo_ncert_6stnd_2ch_0087	भारत में गुजरात के द्वारका तथा असम के डिब्रूगढ़ के स्थानीय समय में लगभग 1 घंटा 45 मिनट का अंतर होगा।	Eng_Geo_ncert_6stnd_2ch_0087	In India, for instance, there will be a difference of about 1 hour and 45 minutes in the local times of Dwarka in Gujarat and Dibrugarh in Assam.
212	Hin_Geo_ncert_6stnd_2ch_0088	इसलिए यह आवश्यक है कि देश के मध्य भाग से होकर गुजरने वाली किसी याम्योत्तर के स्थानीय समय को देश का मानक समय माना जाए।	Eng_Geo_ncert_6stnd_2ch_0088	It is, therefore, necessary to adopt the local time of some central meridian of a country as the standard time for the country.
213	Hin_Geo_ncert_6stnd_2ch_0089	इस याम्योत्तर रेखा के स्थानीय समय को पूरे देश का मानक समय माना जाता है।	Eng_Geo_ncert_6stnd_2ch_0089	The local time at this meridian is taken as the standard time for the whole country.
214	Hin_Geo_ncert_6stnd_2ch_0090	इसे भारतीय मानक समय के नाम से जाना जाता है।	Eng_Geo_ncert_6stnd_2ch_0090	It is known as the Indian Standard Time .
215	Hin_Geo_ncert_6stnd_2ch_0091	कबीर भोपाल के निकट एक छोटे से नगर में रहता है।	Eng_Geo_ncert_6stnd_2ch_0091	Kabeer lives in a small town near Bhopal.
216	Hin_Geo_ncert_6stnd_2ch_0092	वह अपने मित्र आलोक से कहता है कि वे लोग आज रात्रि में नहीं सो पाएँगे।	Eng_Geo_ncert_6stnd_2ch_0092	He tells his friend Alok that they will not be able to sleep tonight.
217	Hin_Geo_ncert_6stnd_2ch_0093	भारत एवं इंग्लैंड के बीच एक क्रिकेट मैच लंदन में 2 बजे अपराह्न में शुरू होगा।	Eng_Geo_ncert_6stnd_2ch_0093	A day and night cricket match between India and England had started at 2 p.m.  in London.
218	Hin_Geo_ncert_6stnd_2ch_0094	अर्थात् भारत के समयानुसार मैच शाम के 7:30 बजे शुरू होगा तथा देर रात्रि में समाप्त होगा।	Eng_Geo_ncert_6stnd_2ch_0094	This means that the match would begin at 7.30 p.m.  in India and finish well into the night.
219	Hin_Geo_ncert_6stnd_2ch_0095	क्या आप जानते हैं कि भारत एवं इंग्लैंड के बीच समय में क्या अंतर है?	Eng_Geo_ncert_6stnd_2ch_0095	Do you know what is the time difference between India and England?
220	Hin_Geo_ncert_6stnd_2ch_0096	भारत ग्रीनिच के पूर्व 82° 30' पू. में स्थित है तथा यहाँ का समय ग्रीनिच समय से 5 घंटा 30 मिनट आगे है।	Eng_Geo_ncert_6stnd_2ch_0096	India located east of Greenwich at 82 ° 30 ' E is 5 hours and 30 minutes ahead of GMT.
221	Hin_Geo_ncert_6stnd_2ch_0097	इसलिए जब लंदन में दोपहर के 2 बजे हाेंगे, तब भारत में शाम के 7:30 बजे होंगे।	Eng_Geo_ncert_6stnd_2ch_0097	So it will be 7:30 p.m. in India when it is 2:00 p.m. noon in London.
222	Hin_Geo_ncert_6stnd_2ch_0098	कुछ देशों का देशांतरीय विस्तार अधिक होता है, जिसका कारण वहाँ एक से अधिक मानक समय अपनाए गए हैं।	Eng_Geo_ncert_6stnd_2ch_0098	Some countries have a great longitudinal extent and so they have adopted more than one standard time.
223	Hin_Geo_ncert_6stnd_2ch_0099	उदाहरण के लिए, रूस में 11 मानक समयों को अपनाया गया है।	Eng_Geo_ncert_6stnd_2ch_0099	For example, in Russia, there are as many as eleven standard times.
224	Hin_Geo_ncert_6stnd_2ch_0100	पृथ्वी को एक-एक घंटे वाले 24 समय क्षेत्रों में बाँटा गया है।	Eng_Geo_ncert_6stnd_2ch_0100	The earth has been divided into twenty-four time zones of one hour each.
225	Hin_Geo_ncert_6stnd_2ch_0101	इस प्रकार प्रत्येक समय-क्षेत्र 15° देशांतर तक के क्षेत्र को घेरता है।	Eng_Geo_ncert_6stnd_2ch_0101	Each zone thus covers 15° of longitude.
226	Hin_Geo_ncert_6stnd_2ch_0102	निम्नलिखित प्रश्नों के उत्तर संक्षेप में दीजिए।	Eng_Geo_ncert_6stnd_2ch_0102	Answer the following questions briefly.
227	Hin_Geo_ncert_6stnd_2ch_0103	पृथ्वी का सही आकार क्या है?	Eng_Geo_ncert_6stnd_2ch_0103	What is the true shape of the earth?
228	Hin_Geo_ncert_6stnd_2ch_0104	कर्क रेखा का अक्षांशीय मान क्या है?	Eng_Geo_ncert_6stnd_2ch_0104	What is the latitudinal value of the Tropic of Cancer?
229	Hin_Geo_ncert_6stnd_2ch_0105	पृथ्वी के तीन ताप कटिबंध कौन-से हैं?	Eng_Geo_ncert_6stnd_2ch_0105	What are the three heat zones of the Earth?
230	Hin_Geo_ncert_6stnd_2ch_0106	अक्षांश एवं देशांतर रेखाएँ क्या हैं?	Eng_Geo_ncert_6stnd_2ch_0106	What are parallels of latitude and meridians of longitude?
231	Hin_Geo_ncert_6stnd_2ch_0107	ऊष्मा की सबसे अधिक मात्रा उष्ण कटिबंध क्यों प्राप्त करते हैं?	Eng_Geo_ncert_6stnd_2ch_0107	Why does the torrid zone receive maximum amount of heat?
232	Hin_Geo_ncert_6stnd_2ch_0108	जब भारत में शाम के 5:30 बजते हैं, तब लंदन में दोपहर के 12 क्यों बजते हैं?	Eng_Geo_ncert_6stnd_2ch_0108	Why is it 5.30 p.m. in India and 12.00 noon in London?
233	Hin_Geo_ncert_6stnd_3ch_0001	जैसा कि आप जानते हैं, पृथ्वी की गति दो प्रकार की है-घूर्णन एवं परिक्रमण।	Eng_Geo_ncert_6stnd_3ch_0001	As you know, there are two types of motion of the earth – rotation and rotation.
234	Hin_Geo_ncert_6stnd_3ch_0002	पृथ्वी का अपने अक्ष पर घूमना घूर्णन कहलाता है।	Eng_Geo_ncert_6stnd_3ch_0002	The rotation of the earth on its axis is called rotation.
235	Hin_Geo_ncert_6stnd_3ch_0003	सूर्य के चारों ओर एक स्थिर कक्ष में पृथ्वी की गति को परिक्रमण कहते हैं।	Eng_Geo_ncert_6stnd_3ch_0003	The motion of the earth in a fixed orbit around the sun is called revolution
236	Hin_Geo_ncert_6stnd_3ch_0004	पृथ्वी का अक्ष एक काल्पनिक रेखा है,जो इसके कक्षीय सतह से (66 1/2 )° का कोण बनाती है।	Eng_Geo_ncert_6stnd_3ch_0004	Earth's axis is an imaginary line, which makes an angle of ° with its orbital surface.
237	Hin_Geo_ncert_6stnd_3ch_0005	वह समतल जो कक्ष के द्वारा बनाया जाता है,उसे कक्षीय समतल कहते हैं।	Eng_Geo_ncert_6stnd_3ch_0005	The plane made by the orbital is called the orbital plane.
238	Hin_Geo_ncert_6stnd_3ch_0006	पृथ्वी सूर्य से प्रकाश प्राप्त करती है।	Eng_Geo_ncert_6stnd_3ch_0006	Earth receives light from the Sun.
239	Hin_Geo_ncert_6stnd_3ch_0007	पृथ्वी का आकार गोले के समान है,इसलिए एक समय में सिर्फ इसके आधे भाग पर ही सूर्य की रोशनी प्राप्त होती है ;चित्र(3.2)।	Eng_Geo_ncert_6stnd_3ch_0007	The shape of the earth is like a sphere, so only half of it receives sunlight at a time; Fig. .
240	Hin_Geo_ncert_6stnd_3ch_0008	सूर्य की ओर वाले भाग में दिन होता है,जबकि दूसरा भाग जो सूर्य से दूर होता है वहाँ रात होती है।	Eng_Geo_ncert_6stnd_3ch_0008	The side facing the sun has day, while the other side which is away from the sun has night.
241	Hin_Geo_ncert_6stnd_3ch_0009	ग्लोब पर वह वृत्त जो दिन तथा रात को विभाजित करता है उसे प्रदीप्ति वृत्त कहते हैं।	Eng_Geo_ncert_6stnd_3ch_0009	The circle on the globe that divides day and night is called the circle of illumination.
242	Hin_Geo_ncert_6stnd_3ch_0010	यह वृत्त अक्ष के साथ नहीं मिलता है जैसा कि आप चित्र 3.2 में देख सकते हैं।	Eng_Geo_ncert_6stnd_3ch_0010	This circle does not coincide with the axis as you can see in Fig. 3.2.
243	Hin_Geo_ncert_6stnd_3ch_0011	पृथ्वी अपने अक्ष पर एक चक्कर पूरा करने में लगभग 24 घंटे का समय लेती है।	Eng_Geo_ncert_6stnd_3ch_0011	The Earth takes about 24 hours to complete one revolution on its axis.
244	Hin_Geo_ncert_6stnd_3ch_0012	घूर्णन के समय काल को पृथ्वी दिन कहा जाता है।	Eng_Geo_ncert_6stnd_3ch_0012	The period of rotation is called an Earth day.
245	Hin_Geo_ncert_6stnd_3ch_0013	यह पृथ्वी की दैनिक गति है।	Eng_Geo_ncert_6stnd_3ch_0013	This is the daily motion of the earth.
246	Hin_Geo_ncert_6stnd_3ch_0014	अगर पृथ्वी घूर्णन नहीं करे तो क्या होगा?	Eng_Geo_ncert_6stnd_3ch_0014	What happens if the earth does not rotate?
247	Hin_Geo_ncert_6stnd_3ch_0015	सूर्य के तरफ वाले पृथ्वी के भाग में हमेशा दिन होगा जिसके कारण उस भाग में गर्मी लगातार पड़ेगी।	Eng_Geo_ncert_6stnd_3ch_0015	The part of the Earth facing the Sun will always have day, due to which the heat will be constant in that part.
248	Hin_Geo_ncert_6stnd_3ch_0016	दूसरे भाग में हमेशा अँधेरा रहेगा एवं पूरे समय ठंड पड़ेगी।	Eng_Geo_ncert_6stnd_3ch_0016	The second part will always be dark and cold the whole time.
249	Hin_Geo_ncert_6stnd_3ch_0017	इस तरह की अवस्था में जीवन संभव नहीं हो पाएगा।	Eng_Geo_ncert_6stnd_3ch_0017	Life would not be possible in such a state.
250	Hin_Geo_ncert_6stnd_3ch_0018	पृथ्वी की दूसरी गति जो सूर्य के चारों ओर कक्ष में होती है उसे परिक्रमण कहा जाता है।	Eng_Geo_ncert_6stnd_3ch_0018	The second motion of the earth in its orbit around the sun is called revolution.
251	Hin_Geo_ncert_6stnd_3ch_0019	पृथ्वी एक वर्ष या 365(1/4)दिन में सूर्य का एक चक्कर लगाती है।	Eng_Geo_ncert_6stnd_3ch_0019	The Earth revolves around the Sun in a year or 365 days.
252	Hin_Geo_ncert_6stnd_3ch_0020	हम लोग एक वर्ष 365 दिन का मानते हैं तथा सुविधा के लिए 6 घंटे को इसमें नहीं जोड़ते हैं।	Eng_Geo_ncert_6stnd_3ch_0020	We consider a year to be 365 days and do not add 6 hours to it for convenience.
253	Hin_Geo_ncert_6stnd_3ch_0021	चार वर्षो में प्रत्येक वर्ष के बचे हुए 6 घंटे मिलकर एक दिन यानी 24 घंटे के बराबर हो जाते हैं।	Eng_Geo_ncert_6stnd_3ch_0021	In four years, the remaining 6 hours of each year together become equal to one day i.e. 24 hours.
254	Hin_Geo_ncert_6stnd_3ch_0022	इस अतिरिक्त दिन को फ़रवरी के महीने में जोड़ा जाता है।	Eng_Geo_ncert_6stnd_3ch_0022	This extra day is added to the month of February.
255	Hin_Geo_ncert_6stnd_3ch_0023	इस प्रकार प्रत्येक चौथे वर्ष फ़रवरी माह 28 के बदले 29 दिन का होता है।	Eng_Geo_ncert_6stnd_3ch_0023	In this way, every fourth year February has 29 days instead of 28.
256	Hin_Geo_ncert_6stnd_3ch_0024	ऐसा वर्ष जिसमें 366 दिन होते हैं उसे लीप वर्ष कहा जाता है।	Eng_Geo_ncert_6stnd_3ch_0024	A year in which there are 366 days is called a leap year.
257	Hin_Geo_ncert_6stnd_3ch_0025	पता लगाइए कि अगला लीप वर्ष कब होगा?	Eng_Geo_ncert_6stnd_3ch_0025	Find out when will be the next leap year?
258	Hin_Geo_ncert_6stnd_3ch_0026	चित्र 3.3 से स्पष्ट है कि पृथ्वी दीर्घवृत्ताकार पथ पर सूर्य के चारों ओर चक्कर लगाती है।	Eng_Geo_ncert_6stnd_3ch_0026	It is clear from Figure 3.3 that the Earth revolves around the Sun on an elliptical path.
259	Hin_Geo_ncert_6stnd_3ch_0027	ध्यान दीजिए कि पृथ्वी पूरे कक्ष में एक ही दिशा में झुकी हुई है।	Eng_Geo_ncert_6stnd_3ch_0027	Note that the earth is tilted in the same direction throughout the orbit.
260	Hin_Geo_ncert_6stnd_3ch_0028	सामान्यतः एक वर्ष को गर्मी, सर्दी, वसंत एवं शरद् ऋतुओं में बाँटा जाता है।	Eng_Geo_ncert_6stnd_3ch_0028	Generally a year is divided into summer, winter, spring and autumn.
261	Hin_Geo_ncert_6stnd_3ch_0029	ऋतुओं में परिवर्तन सूर्य के चारों ओर पृथ्वी की स्थिति में परिवर्तन के कारण होता है।	Eng_Geo_ncert_6stnd_3ch_0029	Changes in seasons are caused by changes in the position of the Earth around the Sun.
262	Hin_Geo_ncert_6stnd_3ch_0030	चित्र 3.3 में आप देखेंगे कि 21 जून को उत्तरी गोलार्ध सूर्य की तरफ झुका है।	Eng_Geo_ncert_6stnd_3ch_0030	In Fig. 3.3 you will see that on 21st June the Northern Hemisphere is tilted towards the Sun.
263	Hin_Geo_ncert_6stnd_3ch_0031	सूर्य की किरणें कर्क रेखा पर सीधी पड़ती हैं।	Eng_Geo_ncert_6stnd_3ch_0031	The sun's rays fall directly on the Tropic of Cancer.
264	Hin_Geo_ncert_6stnd_3ch_0032	इसके परिणामस्वरूप इन क्षेत्रों में ऊष्मा अधिक प्राप्त होती है।	Eng_Geo_ncert_6stnd_3ch_0032	As a result, more heat is received in these areas.
265	Hin_Geo_ncert_6stnd_3ch_0033	ध्रुवो के पास वाले क्षेत्रों में कम ऊष्मा प्राप्त होती है, क्योंकि वहाँ सूर्य की किरणें तिरछी पड़ती हैं।	Eng_Geo_ncert_6stnd_3ch_0033	Areas near the poles receive less heat because the sun's rays fall obliquely there.
266	Hin_Geo_ncert_6stnd_3ch_0034	उत्तर ध्रुवो सूर्य की तरफ झुका होता है तथा उत्तरी ध्रुव रेखा के बाद वाले भागों पर लगभग 6 महीने तक लगातार दिन रहता है।	Eng_Geo_ncert_6stnd_3ch_0034	The North Pole is tilted towards the Sun and there is a continuous day for about 6 months on the parts after the North Pole line.
267	Hin_Geo_ncert_6stnd_3ch_0035	चूँकि, उत्तरी गोलार्ध के बहुत बड़े भाग में सूर्य की रोशनी प्राप्त होती है, इसलिए विषुवत वृत्त के उत्तरी भाग में गर्मी का मौसम होता है।	Eng_Geo_ncert_6stnd_3ch_0035	Since a large part of the Northern Hemisphere receives sunlight, the northern part of the equator has a summer season.
268	Hin_Geo_ncert_6stnd_3ch_0036	21 जून को इन क्षेत्रों में सबसे लंबा दिन तथा सबसे छोटी रात होती है।	Eng_Geo_ncert_6stnd_3ch_0036	June 21 has the longest day and shortest night in these regions.
269	Hin_Geo_ncert_6stnd_3ch_0037	पृथ्वी की इस अवस्था को उत्तर अयनांत कहते हैं।	Eng_Geo_ncert_6stnd_3ch_0037	This state of the earth is called post solstice.
270	Hin_Geo_ncert_6stnd_3ch_0038	22 दिसंबर को दक्षिण ध्रुव के सूर्य की ओर झुके होने के कारण मकर रेखा पर सूर्य की किरणें सीधी पड़ती हैं।	Eng_Geo_ncert_6stnd_3ch_0038	On December 22, due to the tilt of the South Pole towards the Sun, the rays of the Sun fall directly on the Tropic of Capricorn.
271	Hin_Geo_ncert_6stnd_3ch_0039	चूँकि,सूर्य की किरणें मकर रेखा पर लंबवत् पड़ती हैं इसलिए दक्षिणी गोलार्ध के बहुत बड़े भाग में प्रकाश प्राप्त होता है।	Eng_Geo_ncert_6stnd_3ch_0039	Since the Sun's rays fall vertically on the Tropic of Capricorn, a large part of the Southern Hemisphere receives light.
272	Hin_Geo_ncert_6stnd_3ch_0040	इसलिए, दक्षिणी गोलार्ध में लंबे दिन तथा छोटी रातों वाली ग्रीष्म ऋतु होती है।	Eng_Geo_ncert_6stnd_3ch_0040	Therefore, the Southern Hemisphere has summers with long days and short nights
273	Hin_Geo_ncert_6stnd_3ch_0041	इसके ठीक विपरीत स्थिति उत्तरी गोलार्ध में होती है।	Eng_Geo_ncert_6stnd_3ch_0041	The exact opposite is the case in the Northern Hemisphere.
274	Hin_Geo_ncert_6stnd_3ch_0042	पृथ्वी की इस अवस्था को दक्षिण अयनांत कहा जाता है।	Eng_Geo_ncert_6stnd_3ch_0042	This state of the earth is called the southern solstice.
275	Hin_Geo_ncert_6stnd_3ch_0043	क्या आप जानते हैं कि आस्ट्रेलिया में ग्रीष्म ऋतु में क्रिसमस का पर्व मनाया जाता है?	Eng_Geo_ncert_6stnd_3ch_0043	Do you know that Christmas is celebrated in Australia in the summer season?
276	Hin_Geo_ncert_6stnd_3ch_0044	21 मार्च एवं 23 सितंबर को सूर्य की किरणें विषुवत् वृत्त पर सीधी पड़ती हैं।	Eng_Geo_ncert_6stnd_3ch_0044	On March 21 and September 23, the sun's rays fall directly on the equator.
277	Hin_Geo_ncert_6stnd_3ch_0045	इस अवस्था में कोई भी ध्रुव सूर्य की ओर नहीं झुका होता है, इसलिए पूरी पृथ्वी पर रात एवं दिन बराबर होते हैं।	Eng_Geo_ncert_6stnd_3ch_0045	In this state, none of the poles is tilted towards the Sun, so night and day are equal on the whole earth.
278	Hin_Geo_ncert_6stnd_3ch_0046	इसे विषुव कहा जाता है।	Eng_Geo_ncert_6stnd_3ch_0046	This is called the equinox.
279	Hin_Geo_ncert_6stnd_3ch_0047	23 सितंबर को उत्तरी गोलार्ध में शरद् ऋतु होती है, जबकि दक्षिणी गोलार्ध में वसंत ऋतु होती है।	Eng_Geo_ncert_6stnd_3ch_0047	On September 23, autumn occurs in the Northern Hemisphere, while it is spring in the Southern Hemisphere.
280	Hin_Geo_ncert_6stnd_3ch_0048	21 मार्च को स्थिति इसके विपरीत होती है जब उत्तरी गोलार्ध में वसंत ऋतु तथा दक्षिणी गोलार्ध में शरद् ऋतु होती है।	Eng_Geo_ncert_6stnd_3ch_0048	On March 21, the situation is reversed when it is spring in the Northern Hemisphere and autumn in the Southern Hemisphere.
281	Hin_Geo_ncert_6stnd_3ch_0049	इस प्रकार, स्पष्ट है कि पृथ्वी के घूर्णन एवं परिक्रमण के कारण दिन एवं रात तथा ऋतुओं में परिवर्तन होता है।	Eng_Geo_ncert_6stnd_3ch_0049	Thus, it is clear that due to the rotation and rotation of the earth, there is a change in the day and night and the seasons.
282	Hin_Geo_ncert_6stnd_4ch_0001	आप पिछले अध्याय में ग्लोब के महत्त्व के बारे में पढ़ चुके हैं।	Eng_Geo_ncert_6stnd_4ch_0001	You have learnt in the previous chapter about the advantages of a globe
283	Hin_Geo_ncert_6stnd_4ch_0002	ग्लोब में अध्ययन की कुछ सीमाएँ होती हैं।	Eng_Geo_ncert_6stnd_4ch_0002	However, globe has limitationsas well.
284	Hin_Geo_ncert_6stnd_4ch_0003	जब हम पूरी पृथ्वी का अध्ययन करना चाहते हैं तब ग्लोब हमारे लिए काफी उपयोगी साबित होता है।	Eng_Geo_ncert_6stnd_4ch_0003	A globe can be useful when we want to study the earth as a whole.
285	Hin_Geo_ncert_6stnd_4ch_0004	लेकिन, जब हम पृथ्वी के केवल एक भाग जैसे- अपने देश, राज्यों, जिलों, शहरों तथा गाँवों के बारे मे अध्ययन करना चाहते हैं तो यह हमारे लिए उतना उपयोगी साबित नहीं होता है।	Eng_Geo_ncert_6stnd_4ch_0004	But, when we want to study only a part of the earth, as about our country, states, districts, towns and villages, it is of little help.
286	Hin_Geo_ncert_6stnd_4ch_0005	ऐसी स्थिति में हम मानचित्रों का उपयोग करते हैं।	Eng_Geo_ncert_6stnd_4ch_0005	In such a situation we use maps.
287	Hin_Geo_ncert_6stnd_4ch_0006	मानचित्र पृथ्वी की सतह या इसके एक भाग का पैमाने के माध्यम से चपटी सतह पर खींचा गया चित्र है।	Eng_Geo_ncert_6stnd_4ch_0006	A map is a representation or a drawing of the earth’s surface or a part of it drawn on a flat surface according to a scale.
288	Hin_Geo_ncert_6stnd_4ch_0007	लेकिन एक गोलाकार सतह को पूरी तरह से चपटा करना असंभव है।	Eng_Geo_ncert_6stnd_4ch_0007	But it is impossible to flatten a round shape completely.
289	Hin_Geo_ncert_6stnd_4ch_0008	मानचित्र हमारी विभिन्न जरूरतों के लिए आवश्यक हैं।	Eng_Geo_ncert_6stnd_4ch_0008	We find that maps are useful to us for various purposes.
290	Hin_Geo_ncert_6stnd_4ch_0009	कुछ मानचित्र एक छोटे क्षेत्र को एवं कुछ तथ्यों को दर्शाता है।	Eng_Geo_ncert_6stnd_4ch_0009	One map shows a small area and a few facts.
291	Hin_Geo_ncert_6stnd_4ch_0010	दूसरे मानचित्र में एक बड़ी किताब की तरह तथ्य हो सकते हैं।	Eng_Geo_ncert_6stnd_4ch_0010	Another map may contain as many facts as a big book.
292	Hin_Geo_ncert_6stnd_4ch_0011	जब बहुत से मानचित्रों को एक साथ रख दिया जाता है तब एक एटलस बन जाता है।	Eng_Geo_ncert_6stnd_4ch_0011	When many maps are put together we get an Atlas.
293	Hin_Geo_ncert_6stnd_4ch_0012	एटलस विभिन्न प्रकारों तथा अलग-अलग पैमाने से खींची गई मापों पर आधारित होता है।	Eng_Geo_ncert_6stnd_4ch_0012	Atlases are of various sizes, measurements drawn on different scales.
294	Hin_Geo_ncert_6stnd_4ch_0013	मानचित्रों से एक ग्लोब की अपेक्षा हमें ज्यादा जानकारी प्राप्त होती है।	Eng_Geo_ncert_6stnd_4ch_0013	Maps provide more information than a globe.
295	Hin_Geo_ncert_6stnd_4ch_0014	मानचित्र विभिन्न प्रकार के होते हैं।	Eng_Geo_ncert_6stnd_4ch_0014	They are of different types.
296	Hin_Geo_ncert_6stnd_4ch_0015	जिनमें से कुछ को नीचे वर्णित किया गया है।	Eng_Geo_ncert_6stnd_4ch_0015	Some of them are described below.
297	Hin_Geo_ncert_6stnd_4ch_0016	आओ कुछ करके सीखें एक रबड़ की पुरानी गेंद लें एवं उस पर कोई रेखाचित्र बनाएँ।	Eng_Geo_ncert_6stnd_4ch_0016	Take an old rubber ball and draw whatever you like all over it.
298	Hin_Geo_ncert_6stnd_4ch_0017	आप उस पर उत्तर एवं दक्षिण ध्रुव को भी चिह्नित कर सकते हैं।	Eng_Geo_ncert_6stnd_4ch_0017	You may also mark north pole and south pole on it.
